key,collection_date,Air Temperature [p:707],Bacteria Sample Picture [f:748],Bacteria Threshold [p:1716],Boating Conditions [p:714],Conductivity [p:709],Current Site Conditions Photo [f:749],Duplicate Bacteria Concentration [f:751],Duplicate Bacteria Photo [f:2925],E Coli Concentration [p:711],E Coli Count [p:712],Enterococcus Bacteria Concentration [p:1690],Gauge Height [p:715],Salinity [p:1715],Site conditions and comments [f:750],Turbidity [p:710],Water Temperature [p:708],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
e3ec5b066aabbded,2013-05-30 00:00:00.000000,40.0,,,,,,,,8.0,267.0,,,,,30.9,27.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
ec4085fb22c7c1e3,2013-05-30 00:00:00.000000,29.5,,,,,,,,2.0,67.0,,,,,2.29,24.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
ec78a86ee550d215,2013-05-30 00:00:00.000000,25.0,,,,,,,,0.0,34.0,,,,,19.1,25.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
14baca55a7ffa858,2013-06-06 00:00:00.000000,23.0,,,,,,,,0.0,34.0,,,,,1.87,24.0,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
23bbfa0d454e0ffc,2013-06-06 00:00:00.000000,22.0,,,,,,,,6.0,200.0,,,,,2.58,22.5,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
246eebcf1cd2515f,2013-06-06 00:00:00.000000,23.7,,,,,,,,0.0,34.0,,,,,4.26,24.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
2c7b7a12b5aa15b5,2013-06-06 00:00:00.000000,26.0,,,,,,,,1.0,67.0,,,,,7.85,26.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
5fc8b4f7bb91afb1,2013-06-06 00:00:00.000000,19.0,,,,,,,,60.0,2000.0,,,,,82.0,17.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
64a97358565b4eb8,2013-06-06 00:00:00.000000,23.0,,,,,,,,0.0,34.0,,,,,1.34,24.5,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
d07d4ad839d11a72,2013-06-06 00:00:00.000000,23.5,,,,,,,,1.0,34.0,,,,,0.95,23.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
f93eab4864223534,2013-06-06 00:00:00.000000,19.0,,,,,,,,2.0,67.0,,,,,1.73,23.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
fddad5f20c106527,2013-06-06 00:00:00.000000,23.5,,,,,,,,3.0,100.0,,,,,1.03,24.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
fe9f4c86cbd681f5,2013-06-06 00:00:00.000000,24.0,,,,,,,,1.0,34.0,,,,,12.3,25.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
0857fd889ba48c4e,2013-06-13 00:00:00.000000,26.0,,,,,,,,5.0,167.0,,,,,17.4,19.5,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
4a83ca60acf80766,2013-06-13 00:00:00.000000,31.0,,,,,,,,4.0,134.0,,,,,24.1,25.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
54fa3f626b244e35,2013-06-13 00:00:00.000000,30.5,,,,,,,,3.0,100.0,,,,,2.27,24.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
5d26ed12af3721ad,2013-06-13 00:00:00.000000,29.0,,,,,,,,3.0,100.0,,,,,1.51,24.0,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
693c3c90fef5e4fd,2013-06-13 00:00:00.000000,30.0,,,,,,,,60.0,2000.0,,,,,35.5,22.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
6cce663948bb2c4f,2013-06-13 00:00:00.000000,31.0,,,,,,,,5.0,167.0,,,,,13.1,28.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
71899cf7451bf6f9,2013-06-13 00:00:00.000000,25.5,,,,,,,,18.0,600.0,,,,,41.2,21.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
b85e6d4791f971ca,2013-06-13 00:00:00.000000,29.0,,,,,,,,3.0,100.0,,,,,6.48,26.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
c45a10bd7d437e53,2013-06-13 00:00:00.000000,31.0,,,,,,,,3.0,100.0,,,,,1.31,24.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
db556c8c4b1cff2b,2013-06-14 00:00:00.000000,24.0,,,,,,,,10.0,334.0,,,,,14.0,17.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
0e1429f2352946a2,2013-06-20 00:00:00.000000,24.0,,,,,,,,6.0,200.0,,,,,14.7,22.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
0e5b9a299103273e,2013-06-20 00:00:00.000000,24.0,,,,,,,,2.0,67.0,,,,,10.62,25.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
4db635892457f7c6,2013-06-20 00:00:00.000000,23.0,,,,,,,,19.0,634.0,,,,,30.3,21.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
50aaeb42b63fc2a8,2013-06-20 00:00:00.000000,27.0,,,,,,,,26.0,867.0,,,,,19.7,19.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
576d9516c4459a39,2013-06-20 00:00:00.000000,23.5,,,,,,,,26.0,1200.0,,,,,32.6,22.0,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
76829d7190444bc2,2013-06-20 00:00:00.000000,22.0,,,,,,,,39.0,1300.0,,,,,35.5,22.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
78809d6ef743db76,2013-06-20 00:00:00.000000,23.5,,,,,,,,7.0,234.0,,,,,5.78,25.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
8fdad4aa50d86d87,2013-06-20 00:00:00.000000,22.0,,,,,,,,16.0,534.0,,,,,16.8,20.5,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
e63b0eacbdaf13ea,2013-06-20 00:00:00.000000,22.5,,,,,,,,30.0,1000.0,,,,,33.6,22.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
e966e734210aad4c,2013-06-20 00:00:00.000000,23.0,,,,,,,,2.0,67.0,,,,,5.21,22.5,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
24ab61a6131e6056,2013-06-27 00:00:00.000000,25.8,,,,,,,,1.0,34.0,,,,,13.6,26.9,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
337bcdc50c69948f,2013-06-27 00:00:00.000000,24.0,,,,,,,,1.0,34.0,,,,,8.14,27.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
3750fc37d4bea52d,2013-06-27 00:00:00.000000,23.0,,,,,,,,2.0,67.0,,,,,6.4,26.5,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
4d1db284f10d9696,2013-06-27 00:00:00.000000,26.5,,,,,,,,3.0,100.0,,,,,6.54,25.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
5ec5f9cf2f039b6f,2013-06-27 00:00:00.000000,23.5,,,,,,,,3.0,100.0,,,,,4.18,25.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
b132ced1f9c385ab,2013-06-27 00:00:00.000000,25.0,,,,,,,,6.0,200.0,,,,,1.35,23.5,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
b58744f2575ae95e,2013-06-27 00:00:00.000000,22.5,,,,,,,,3.0,100.0,,,,,7.03,26.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
c437941271219223,2013-06-27 00:00:00.000000,27.0,,,,,,,,8.0,267.0,,,,,13.4,25.5,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
e177a54d7ccf84c8,2013-06-27 00:00:00.000000,22.5,,,,,,,,3.0,100.0,,,,,7.99,26.5,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
f9083ba270efea59,2013-06-27 00:00:00.000000,23.0,,,,,,,,5.0,167.0,,,,,4.34,22.5,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
092aae896e945a91,2013-07-04 00:00:00.000000,28.5,,,,,,,,1.0,34.0,,,,,12.7,27.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
2d05cea0fd02573d,2013-07-04 00:00:00.000000,28.0,,,,,,,,60.0,2000.0,,,,,1056.0,20.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
88085a3736e2a764,2013-07-04 00:00:00.000000,27.0,,,,,,,,9.0,300.0,,,,,15.5,24.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
89baad263f97064b,2013-07-04 00:00:00.000000,26.5,,,,,,,,23.0,767.0,,,,,22.1,26.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
8b40325f6471e9d9,2013-07-04 00:00:00.000000,29.0,,,,,,,,1.0,37.0,,,,,13.5,24.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
91dec5e391bebccf,2013-07-04 00:00:00.000000,28.0,,,,,,,,18.0,600.0,,,,,39.1,24.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
aa37f307c801fec3,2013-07-04 00:00:00.000000,26.5,,,,,,,,15.0,500.0,,,,,19.0,26.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
afd9730950485398,2013-07-04 00:00:00.000000,26.0,,,,,,,,25.0,833.0,,,,,21.0,26.0,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
c7d74faf509f733b,2013-07-04 00:00:00.000000,27.1,,,,,,,,17.0,567.0,,,,,12.69,26.3,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
f9ac032d78d9cfeb,2013-07-04 00:00:00.000000,28.0,,,,,,,,3.0,100.0,,,,,10.29,26.5,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
02757b60035b6cb1,2013-07-11 00:00:00.000000,26.8,,,,,,,,0.0,34.0,,,,,12.15,26.8,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
6758085bda4ca115,2013-07-11 00:00:00.000000,26.5,,,,,,,,0.0,34.0,,,,,7.92,25.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
6e32a75315dfc561,2013-07-11 00:00:00.000000,27.6,,,,,,,,,,,,,,12.12,26.5,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
8c3b55ccc70e01dc,2013-07-11 00:00:00.000000,25.6,,,,,,,,0.0,34.0,,,,,14.8,26.6,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
9005d337958d3298,2013-07-11 00:00:00.000000,29.0,,,,,,,,24.0,800.0,,,,,11.4,25.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
964714a43abfe9dc,2013-07-11 00:00:00.000000,27.0,,,,,,,,1.0,34.0,,,,,5.8,24.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
a824a99c0dddcfd8,2013-07-11 00:00:00.000000,26.0,,,,,,,,0.0,34.0,,,,,15.0,28.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
ab4e212412664de7,2013-07-11 00:00:00.000000,27.0,,,,,,,,28.0,937.0,,,,,28.5,22.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
b185033f218e3b5c,2013-07-11 00:00:00.000000,27.0,,,,,,,,3.0,100.0,,,,,15.3,28.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
c4a7f24279315f52,2013-07-11 00:00:00.000000,27.5,,,,,,,,0.0,34.0,,,,,10.03,27.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
00b6a53243176f1a,2013-07-18 00:00:00.000000,27.0,,,,,,,,5.0,134.0,,,,,12.8,28.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
34b8982c0bebd1d9,2013-07-18 00:00:00.000000,28.0,,,,,,,,0.0,34.0,,,,,8.84,30.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
3c6b372d207252d9,2013-07-18 00:00:00.000000,32.0,,,,,,,,10.0,330.0,,,,,5.9,26.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
5747b92a0e14025d,2013-07-18 00:00:00.000000,32.8,,,,,,,,7.0,234.0,,,,,15.9,29.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
5a4acaa5b3222aba,2013-07-18 00:00:00.000000,28.0,,,,,,,,1.0,34.0,,,,,8.8,28.5,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
a801b70c8c3e3a53,2013-07-18 00:00:00.000000,35.0,,,,,,,,7.0,237.0,,,,,0.51,24.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
b597683bb124ceb7,2013-07-18 00:00:00.000000,37.0,,,,,,,,0.0,34.0,,,,,17.5,28.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
bdbac5089c4a76ac,2013-07-18 00:00:00.000000,34.5,,,,,,,,1.0,34.0,,,,,5.3,26.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
ffbb231330604f31,2013-07-18 00:00:00.000000,28.5,,,,,,,,2.0,67.0,,,,,11.9,28.5,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
14485187da4a8f8c,2013-07-25 00:00:00.000000,26.0,,,,,,,,1.0,34.0,,,,,8.17,23.5,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
1f0296fafed8a6a9,2013-07-25 00:00:00.000000,24.0,,,,,,,,4.0,134.0,,,,,15.9,25.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
23bda1e123dedbd9,2013-07-25 00:00:00.000000,29.0,,,,,,,,8.0,267.0,,,,,1.26,24.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
23dd831e6cf522c9,2013-07-25 00:00:00.000000,22.0,,,,,,,,60.0,2000.0,,,,,12.1,24.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
668f0905f70ed245,2013-07-25 00:00:00.000000,22.0,,,,,,,,2.0,67.0,,,,,8.59,26.3,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J15,
8594e40cabc99e4f,2013-07-25 00:00:00.000000,22.5,,,,,,,,2.0,67.0,,,,,8.79,27.0,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
89c31b427e2d985a,2013-07-25 00:00:00.000000,24.2,,,,,,,,2.0,67.0,,,,,37.7,28.5,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
d73dd5f0574cee83,2013-07-25 00:00:00.000000,21.3,,,,,,,,5.0,134.0,,,,,9.01,27.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
f92b66a8d147d09d,2013-07-25 00:00:00.000000,22.5,,,,,,,,5.0,167.0,,,,,8.88,27.5,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
3a42fb7b7cbeec45,2013-07-26 00:00:00.000000,21.0,,,,,,,,1.0,34.0,,,,,4.37,25.5,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
278dba8cfe41975f,2013-08-01 00:00:00.000000,25.0,,,,,,,,9.0,300.0,,,,,10.14,25.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
45ce0f79a6e9f3e4,2013-08-01 00:00:00.000000,28.5,,,,,,,,1.0,34.0,,,,,9.33,27.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
49de4526a76f87fc,2013-08-01 00:00:00.000000,27.0,,,,,,,,0.0,34.0,,,,,1.77,25.0,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
6e8ac1b86b0488a6,2013-08-01 00:00:00.000000,27.5,,,,,,,,1.0,34.0,,,,,14.4,27.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
76dcf26365704a65,2013-08-01 00:00:00.000000,22.5,,,,,,,,16.0,534.0,,,,,8.53,24.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
7e71c262ae77593a,2013-08-01 00:00:00.000000,27.0,,,,,,,,0.0,34.0,,,,,1.92,25.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
b7a35a1968b69c64,2013-08-01 00:00:00.000000,24.0,,,,,,,,2.0,34.0,,,,,3.37,26.0,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
